Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
2016-10-15,"‘We Should Take a Drug Test’ Before Debate, Donald Trump Says","Mr. Trump, offering no evidence, suggested to a crowd in New Hampshire that Hillary Clinton may have been on drugs during their last debate.","‘We Should Take a Drug Test’ Before Debate, Donald Trump Says","Mr Trump, offering no evidence, suggested to a crowd in New Hampshire that Hillary Clinton may have been on drugs during their last debate","‘, Drug, Test, ’, Debate, ,, Donald, Trump, Says","We, Should, Take, a, Before","‘, We, Should, Take, a, Drug, Test, ’, Before, Debate, ,, Donald, Trump, Says","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.296}]",neu,0.0,-0.296
2016-10-15,Issues in Hillary Clinton’s Past Leave Her Muted in Furor Over Donald Trump,Mrs. Clinton has been scarred by old missteps and paralyzed by her husband’s history of facing accusations of sexual misconduct.,Issues in Hillary Clinton’s Past Leave Her Muted in Furor Over Donald Trump,Mrs Clinton has been scarred by old missteps and paralyzed by her husband’s history of facing accusations of sexual misconduct,"Issues, Hillary, Clinton, Past, Leave, Muted, Furor, Donald, Trump","in, ’s, Her, in, Over","Issues, in, Hillary, Clinton, ’s, Past, Leave, Her, Muted, in, Furor, Over, Donald, Trump","[{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0516}]",neu,"[{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}]",neu,-0.0516,-0.3182
2016-10-15,The Other Campaign Madness: Mega-Donors,The public’s concern about the abuses of big money in elections has stirred virtually no straight-talk debate between the presidential candidates.,The Other Campaign Madness: Mega-Donors,The public’s concern about the abuses of big money in elections has stirred virtually no straight-talk debate between the presidential candidates,"Campaign, Madness, :, Mega, -, Donors","The, Other","The, Other, Campaign, Madness, :, Mega, -, Donors","[{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}]",neu,"[{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.7003}]",neu,-0.4404,-0.7003
2016-10-15,How Turned Off Are Voters? Check Out Tommy’s Diner,"The Columbus, Ohio, establishment draws voters across the political spectrum. This year they share a distaste for both major-party candidates.",How Turned Off Are Voters? Check Out Tommy’s Diner,"The Columbus, Ohio, establishment draws voters across the political spectrum This year they share a distaste for both major-party candidates","Turned, Voters, ?, Check, Tommy, Diner","How, Off, Are, Out, ’s","How, Turned, Off, Are, Voters, ?, Check, Out, Tommy, ’s, Diner","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}]",neu,0.0,0.296
2016-10-15,If Hillary Clinton Groped Men,Is there a double standard for women in politics? You decide.,If Hillary Clinton Groped Men,Is there a double standard for women in politics? You decide,"Hillary, Clinton, Groped, Men",If,"If, Hillary, Clinton, Groped, Men","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
2016-10-15,The Authentic Power of Michelle Obama,"Women will defeat Donald Trump, with the first lady leading the way.",The Authentic Power of Michelle Obama,"Women will defeat Donald Trump, with the first lady leading the way","Authentic, Power, Michelle, Obama","The, of","The, Authentic, Power, of, Michelle, Obama","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.4588}]",neu,0.0,-0.4588
2016-10-15,Donald Trump’s Barrage of Heated Rhetoric Has Little Precedent,"His near-apocalyptic warnings, accusations and crude innuendo are nearly unheard-of in modern campaigns, unnerving Republicans and enraging Democrats.",Donald Trump’s Barrage of Heated Rhetoric Has Little Precedent,"His near-apocalyptic warnings, accusations and crude innuendo are nearly unheard-of in modern campaigns, unnerving Republicans and enraging Democrats","Donald, Trump, Barrage, Heated, Rhetoric, Little, Precedent","’s, of, Has","Donald, Trump, ’s, Barrage, of, Heated, Rhetoric, Has, Little, Precedent","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.462, 'neu': 0.538, 'pos': 0.0, 'compound': -0.9001}]",neu,0.0,-0.9001
2016-10-15,"Urging Blacks to Vote for Clinton for Obama’s Sake, and Their Own",A new ad for Hillary Clinton argues that a vote for her is a vote to preserve President Obama’s legacy.,"Urging Blacks to Vote for Clinton for Obama’s Sake, and Their Own",A new ad for Hillary Clinton argues that a vote for her is a vote to preserve President Obama’s legacy,"Urging, Blacks, Vote, Clinton, Obama, Sake, ,","to, for, for, ’s, and, Their, Own","Urging, Blacks, to, Vote, for, Clinton, for, Obama, ’s, Sake, ,, and, Their, Own","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.3818}]",neu,0.0,-0.3818
2016-10-15,"As a Black Republican Senator, Tim Scott Faces a Unique Donald Trump Issue","Instead of defending Mr. Trump, Mr. Scott argues that Hillary Clinton and her fellow Democrats are just as bad on race matters.","As a Black Republican Senator, Tim Scott Faces a Unique Donald Trump Issue","Instead of defending Mr Trump, Mr Scott argues that Hillary Clinton and her fellow Democrats are just as bad on race matters","Black, Republican, Senator, ,, Tim, Scott, Faces, Unique, Donald, Trump, Issue","As, a, a","As, a, Black, Republican, Senator, ,, Tim, Scott, Faces, a, Unique, Donald, Trump, Issue","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.233, 'neu': 0.725, 'pos': 0.042, 'compound': -0.7184}]",neu,0.0,-0.7184
2016-10-15,"For Paul Ryan, a Long, Labored Path Leading Away From Donald Trump","The House speaker, no fan from the start, struggles to safeguard his party’s control of Congress while declining to defend the billionaire candidate’s every misstep.","For Paul Ryan, a Long, Labored Path Leading Away From Donald Trump","The House speaker, no fan from the start, struggles to safeguard his party’s control of Congress while declining to defend the billionaire candidate’s every misstep","Paul, Ryan, ,, Long, ,, Labored, Path, Leading, Away, Donald, Trump","For, a, From","For, Paul, Ryan, ,, a, Long, ,, Labored, Path, Leading, Away, From, Donald, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.154, 'neu': 0.686, 'pos': 0.16, 'compound': 0.0516}]",neu,0.0,0.0516
2016-10-16,"Hillary Clinton Builds $150 Million War Chest, Doubling Donald Trump","September was Mr. Trump’s best fund-raising month, but he and committees linked to his campaign began October with only $75 million in cash on hand.","Hillary Clinton Builds $150 Million War Chest, Doubling Donald Trump","September was Mr Trump’s best fund-raising month, but he and committees linked to his campaign began October with only $75 million in cash on hand","Hillary, Clinton, Builds, $, 150, Million, War, Chest, ,, Doubling, Donald, Trump",,"Hillary, Clinton, Builds, $, 150, Million, War, Chest, ,, Doubling, Donald, Trump","[{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}]",neu,"[{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7845}]",compound,-0.5994,0.7845
2016-10-16,"Specter of Trump Loosens Tongues, if Not Purse Strings, in Silicon Valley","The tech community’s usual reticence about politics is being upended by the prospect of a President Trump, even as traditional fund-raising is lagging.","Specter of Trump Loosens Tongues, if Not Purse Strings, in Silicon Valley","The tech community’s usual reticence about politics is being upended by the prospect of a President Trump, even as traditional fund-raising is lagging","Specter, Trump, Loosens, Tongues, ,, Purse, Strings, ,, Silicon, Valley","of, if, Not, in","Specter, of, Trump, Loosens, Tongues, ,, if, Not, Purse, Strings, ,, in, Silicon, Valley","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.086, 'neu': 0.823, 'pos': 0.091, 'compound': 0.0258}]",neu,0.0,0.0258
2016-10-16,Ripples From the ‘How Low Can They Go’ Campaign,"As the run for president veered to Donald J. Trump’s treatment of women, and whether Bill Clinton’s was worse, Americans collectively shook their heads.",Ripples From the ‘How Low Can They Go’ Campaign,"As the run for president veered to Donald J Trump’s treatment of women, and whether Bill Clinton’s was worse, Americans collectively shook their heads","Ripples, ‘, Low, ’, Campaign","From, the, How, Can, They, Go","Ripples, From, the, ‘, How, Low, Can, They, Go, ’, Campaign","[{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}]",neu,"[{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.5423}]",neu,-0.2732,-0.5423
2016-10-16,"Donald Trump and the G.O.P.: The Party of Lincoln, Reagan and, Perhaps, Extinction","Mr. Trump’s rise has exacerbated tensions and deepened divisions within the 162-year-old Republican Party, raising concerns that it may go the way of the Whigs.","Donald Trump and the G.O.P.: The Party of Lincoln, Reagan and, Perhaps, Extinction","Mr Trump’s rise has exacerbated tensions and deepened divisions within the 162-year-old Republican Party, raising concerns that it may go the way of the Whigs","Donald, Trump, G.O.P., :, Party, Lincoln, ,, Reagan, ,, ,, Extinction","and, the, The, of, and, Perhaps","Donald, Trump, and, the, G.O.P., :, The, Party, of, Lincoln, ,, Reagan, and, ,, Perhaps, ,, Extinction","[{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}]",neu,"[{'neg': 0.095, 'neu': 0.81, 'pos': 0.095, 'compound': 0.0}]",neu,0.4019,0.0
2016-10-16,Donald Trump Says He’s a ‘Big Fan’ of Hindus,"He also praised India’s prime minister, Narendra Modi, at an Indian-American charity event.",Donald Trump Says He’s a ‘Big Fan’ of Hindus,"He also praised India’s prime minister, Narendra Modi, at an Indian-American charity event","Donald, Trump, Says, ‘, Big, Fan, ’, Hindus","He, ’s, a, of","Donald, Trump, Says, He, ’s, a, ‘, Big, Fan, ’, of, Hindus","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7184}]",compound,0.0,0.7184
2016-10-16,Officials Fight Donald Trump’s Claims of a Rigged Vote,Mr. Trump sowed doubts about the integrity of the democratic process on Sunday even as his own running mate assured voters the election would be legitimate.,Officials Fight Donald Trump’s Claims of a Rigged Vote,Mr Trump sowed doubts about the integrity of the democratic process on Sunday even as his own running mate assured voters the election would be legitimate,"Officials, Fight, Donald, Trump, Claims, Rigged, Vote","’s, of, a","Officials, Fight, Donald, Trump, ’s, Claims, of, a, Rigged, Vote","[{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.6249}]",neu,"[{'neg': 0.073, 'neu': 0.759, 'pos': 0.168, 'compound': 0.4404}]",neu,-0.6249,0.4404
2016-10-16,Peter Thiel to Donate $1.25 Million in Support of Donald Trump,"The billionaire investor, the only prominent supporter of the Republican candidate in the tech community, joins a very short list of large Trump contributors.",Peter Thiel to Donate $1.25 Million in Support of Donald Trump,"The billionaire investor, the only prominent supporter of the Republican candidate in the tech community, joins a very short list of large Trump contributors","Peter, Thiel, Donate, $, 1.25, Million, Support, Donald, Trump","to, in, of","Peter, Thiel, to, Donate, $, 1.25, Million, in, Support, of, Donald, Trump","[{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}]",neu,"[{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5267}]",neu,0.4019,0.5267
2016-10-16,North Carolina G.O.P. Building Is Firebombed,"Graffiti painted nearby depicted a swastika and the warning, “Nazi Republicans leave town or else.”",North Carolina G.O.P Building Is Firebombed,"Graffiti painted nearby depicted a swastika and the warning, “Nazi Republicans leave town or else.”","North, Carolina, G.O.P, Building, Firebombed",Is,"North, Carolina, G.O.P, Building, Is, Firebombed","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.3818}]",neu,0.0,-0.3818
2016-10-16,"U.S. Presidential Race, Chicago Cubs, Yemen: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.,"U.S Presidential Race, Chicago Cubs, Yemen: Your Weekend Briefing",Here’s what you need to know about the week’s top stories,"U.S, Presidential, Race, ,, Chicago, Cubs, ,, Yemen, :, Weekend, Briefing",Your,"U.S, Presidential, Race, ,, Chicago, Cubs, ,, Yemen, :, Your, Weekend, Briefing","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}]",neu,0.0,0.2023
2016-10-17,What Are the New Battleground States?,The 2016 presidential matchup has accelerated trends that were expected to unfold gradually.,What Are the New Battleground States?,The 2016 presidential matchup has accelerated trends that were expected to unfold gradually,"New, Battleground, States, ?","What, Are, the","What, Are, the, New, Battleground, States, ?","[{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.4019,0.0
2016-10-17,"For Clinton and Trump, There’s Little Debating a Climate Change Divide","Most Americans say they are interested in the issue, but it came up only once in the first two debates and is not among topics listed for the third.","For Clinton and Trump, There’s Little Debating a Climate Change Divide","Most Americans say they are interested in the issue, but it came up only once in the first two debates and is not among topics listed for the third","Clinton, Trump, ,, Little, Debating, Climate, Change, Divide","For, and, There, ’s, a","For, Clinton, and, Trump, ,, There, ’s, Little, Debating, a, Climate, Change, Divide","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2144}]",neu,0.0,0.2144
2016-10-17,"Daily Report: Reluctantly, Tech Notices the Election",Silicon Valley usually focuses on a long-term future. Now it’s starting to care about what happens on Nov. 8. That’s not easy.,"Daily Report: Reluctantly, Tech Notices the Election",Silicon Valley usually focuses on a long-term future Now it’s starting to care about what happens on Nov 8 That’s not easy,"Daily, Report, :, Reluctantly, ,, Tech, Notices, Election",the,"Daily, Report, :, Reluctantly, ,, Tech, Notices, the, Election","[{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.1027}]",neu,"[{'neg': 0.098, 'neu': 0.772, 'pos': 0.13, 'compound': 0.2008}]",neu,-0.1027,0.2008
2016-10-17,"In Donald Trump, Conspiracy Fans Find a Campaign to Believe In","At a conference honoring Lee Harvey Oswald and featuring Roger Stone, Mr. Trump’s longtime confidant, attendees expressed deep suspicions of a powerful elite.","In Donald Trump, Conspiracy Fans Find a Campaign to Believe In","At a conference honoring Lee Harvey Oswald and featuring Roger Stone, Mr Trump’s longtime confidant, attendees expressed deep suspicions of a powerful elite","Donald, Trump, ,, Conspiracy, Fans, Find, Campaign, Believe","In, a, to, In","In, Donald, Trump, ,, Conspiracy, Fans, Find, a, Campaign, to, Believe, In","[{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5267}]",neu,"[{'neg': 0.094, 'neu': 0.677, 'pos': 0.229, 'compound': 0.5574}]",neu,-0.5267,0.5574
2016-10-17,Criticism of the News Media Takes On a More Sinister Tone,"Coverage of this year’s presidential campaign can certainly be faulted, but there is danger in the incendiary talk used by Donald Trump.",Criticism of the News Media Takes On a More Sinister Tone,"Coverage of this year’s presidential campaign can certainly be faulted, but there is danger in the incendiary talk used by Donald Trump","Criticism, News, Media, Takes, Sinister, Tone","of, the, On, a, More","Criticism, of, the, News, Media, Takes, On, a, More, Sinister, Tone","[{'neg': 0.47, 'neu': 0.53, 'pos': 0.0, 'compound': -0.796}]",neu,"[{'neg': 0.233, 'neu': 0.704, 'pos': 0.063, 'compound': -0.6808}]",neu,-0.796,-0.6808
2016-10-17,Sympathetic Canadians Have a Message for Americans: You Guys Are Great,"A new Canadian social media campaign, “Tell America It’s Great,” aims to give neighbors to the south a pep talk during this contentious election season.",Sympathetic Canadians Have a Message for Americans: You Guys Are Great,"A new Canadian social media campaign, “Tell America It’s Great,” aims to give neighbors to the south a pep talk during this contentious election season","Sympathetic, Canadians, Message, Americans, :, Guys, Great","Have, a, for, You, Are","Sympathetic, Canadians, Have, a, Message, for, Americans, :, You, Guys, Are, Great","[{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.8126}]",compound,"[{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.3612}]",neu,0.8126,-0.3612
2016-10-17,"Showing Confidence, Hillary Clinton Pushes Into Republican Strongholds",Mrs. Clinton hopes to extend her edge over Donald J. Trump and help other Democrats in what party leaders think could become an election that swamps Republicans at every level.,"Showing Confidence, Hillary Clinton Pushes Into Republican Strongholds",Mrs Clinton hopes to extend her edge over Donald J Trump and help other Democrats in what party leaders think could become an election that swamps Republicans at every level,"Showing, Confidence, ,, Hillary, Clinton, Pushes, Republican, Strongholds",Into,"Showing, Confidence, ,, Hillary, Clinton, Pushes, Into, Republican, Strongholds","[{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.6486}]",compound,"[{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.836}]",compound,0.6486,0.836
2016-10-17,"Donald Trump, the Worst of America","He is the logical extension of misogyny, racism, privilege and anti-intellectualism.","Donald Trump, the Worst of America","He is the logical extension of misogyny, racism, privilege and anti-intellectualism","Donald, Trump, ,, Worst, America","the, of","Donald, Trump, ,, the, Worst, of, America","[{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.6249}]",neu,"[{'neg': 0.263, 'neu': 0.577, 'pos': 0.16, 'compound': -0.3818}]",neu,-0.6249,-0.3818
2016-10-17,‘They’re Lies’: Melania Trump Rejects Women’s Claims That Husband Groped Them,"Ms. Trump, who has shied from interviews since her plagiarized speech at the Republican convention, said a lewd recording of her husband was “not the man that I know.”",‘They’re Lies’: Melania Trump Rejects Women’s Claims That Husband Groped Them,"Ms Trump, who has shied from interviews since her plagiarized speech at the Republican convention, said a lewd recording of her husband was “not the man that I know.”","‘, Lies, ’, :, Melania, Trump, Rejects, Women, Claims, Husband, Groped","They, ’re, ’s, That, Them","‘, They, ’re, Lies, ’, :, Melania, Trump, Rejects, Women, ’s, Claims, That, Husband, Groped, Them","[{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4939}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.4939,0.0
2016-10-17,"For Donald Trump, Lessons in Grace",The patriotic concession speeches of prior presidential candidates show an alternative to his corrosive conspiracies.,"For Donald Trump, Lessons in Grace",The patriotic concession speeches of prior presidential candidates show an alternative to his corrosive conspiracies,"Donald, Trump, ,, Lessons, Grace","For, in","For, Donald, Trump, ,, Lessons, in, Grace","[{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.4215,0.0
2016-10-18,"Clinton Challenges Trump for a Traditional Republican Bloc, White Catholics",The Clinton campaign senses a rare opportunity to block Mr. Trump’s narrow path to victory by making inroads with a prized group of voters.,"Clinton Challenges Trump for a Traditional Republican Bloc, White Catholics",The Clinton campaign senses a rare opportunity to block Mr Trump’s narrow path to victory by making inroads with a prized group of voters,"Clinton, Challenges, Trump, Traditional, Republican, Bloc, ,, White, Catholics","for, a","Clinton, Challenges, Trump, for, a, Traditional, Republican, Bloc, ,, White, Catholics","[{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}]",neu,"[{'neg': 0.103, 'neu': 0.676, 'pos': 0.221, 'compound': 0.5106}]",neu,0.0772,0.5106
2016-10-18,Donald Trump Says He Might Meet With Putin Before Inauguration,"In a radio interview on Monday, Mr. Trump said that Hillary Clinton and the Obama administration have been too aggressive with the Russian president.",Donald Trump Says He Might Meet With Putin Before Inauguration,"In a radio interview on Monday, Mr Trump said that Hillary Clinton and the Obama administration have been too aggressive with the Russian president","Donald, Trump, Says, Meet, Putin, Inauguration","He, Might, With, Before","Donald, Trump, Says, He, Might, Meet, With, Putin, Before, Inauguration","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.1531}]",neu,0.0,-0.1531
2016-10-18,Is the Election a Morality Play or Just Reality TV?,"All year we said it might come to this, and now it has.",Is the Election a Morality Play or Just Reality TV?,"All year we said it might come to this, and now it has","Election, Morality, Play, Reality, TV, ?","Is, the, a, or, Just","Is, the, Election, a, Morality, Play, or, Just, Reality, TV, ?","[{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.34,0.0
2016-10-18,"What This 2012 Map Tells Us About America, and the Election","History, race, religion, identity, geography: The 2012 election county-level map has many stories to tell, including about the 2016 race.","What This 2012 Map Tells Us About America, and the Election","History, race, religion, identity, geography: The 2012 election county-level map has many stories to tell, including about the 2016 race","2012, Map, Tells, America, ,, Election","What, This, Us, About, and, the","What, This, 2012, Map, Tells, Us, About, America, ,, and, the, Election","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
2016-10-18,Teaching Seventh Graders in a ‘Total Mess’ of an Election Season,"In Wisconsin, a crucial swing state, one teacher has aimed for civility in class, but has struggled to discuss the shocking tone of the presidential race.",Teaching Seventh Graders in a ‘Total Mess’ of an Election Season,"In Wisconsin, a crucial swing state, one teacher has aimed for civility in class, but has struggled to discuss the shocking tone of the presidential race","Teaching, Seventh, Graders, ‘, Total, Mess, ’, Election, Season","in, a, of, an","Teaching, Seventh, Graders, in, a, ‘, Total, Mess, ’, of, an, Election, Season","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.7684}]",neu,0.0,-0.7684
2016-10-18,Obama Tells Trump: Stop ‘Whining’ and Trying to Discredit the Election,"At a news conference, the president said Donald J. Trump’s claims showed that the Republican Party’s nominee lacked the leadership or toughness to be president.",Obama Tells Trump: Stop ‘Whining’ and Trying to Discredit the Election,"At a news conference, the president said Donald J Trump’s claims showed that the Republican Party’s nominee lacked the leadership or toughness to be president","Obama, Tells, Trump, :, Stop, ‘, Whining, ’, Trying, Discredit, Election","and, to, the","Obama, Tells, Trump, :, Stop, ‘, Whining, ’, and, Trying, to, Discredit, the, Election","[{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.0516}]",neu,-0.296,-0.0516
2016-10-18,Pro-Clinton ‘Super PAC’ to Tie Embattled Senators to Donald Trump in Ads,"The group, Priorities USA, will air ads attacking Republican senators in New Hampshire and Pennsylvania, a move made possible by Hillary Clinton’s lead over Mr. Trump.",Pro-Clinton ‘Super PAC’ to Tie Embattled Senators to Donald Trump in Ads,"The group, Priorities USA, will air ads attacking Republican senators in New Hampshire and Pennsylvania, a move made possible by Hillary Clinton’s lead over Mr Trump","Pro, -, Clinton, ‘, Super, PAC, ’, Tie, Embattled, Senators, Donald, Trump, Ads","to, to, in","Pro, -, Clinton, ‘, Super, PAC, ’, to, Tie, Embattled, Senators, to, Donald, Trump, in, Ads","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.4588}]",neu,0.0,-0.4588
2016-10-18,70 Nobel Laureates Endorse Hillary Clinton,"In a letter, the experts in science, medicine and economics argued for “a president who will support and advance policies that will enable science and technology to flourish.”",70 Nobel Laureates Endorse Hillary Clinton,"In a letter, the experts in science, medicine and economics argued for “a president who will support and advance policies that will enable science and technology to flourish.”","70, Nobel, Laureates, Endorse, Hillary, Clinton",,"70, Nobel, Laureates, Endorse, Hillary, Clinton","[{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}]",neu,"[{'neg': 0.083, 'neu': 0.828, 'pos': 0.089, 'compound': 0.0516}]",neu,0.3182,0.0516
2016-10-18,Pledging the Trump Fraternity,"Like other groups, Delta Kappa Trump has its own status symbols and initiation ceremonies.",Pledging the Trump Fraternity,"Like other groups, Delta Kappa Trump has its own status symbols and initiation ceremonies","Pledging, Trump, Fraternity",the,"Pledging, the, Trump, Fraternity","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}]",neu,0.0,0.3612
2016-10-18,Shameful Silence on Donald Trump’s Lies About Vote-Rigging,Republican leaders must reject the ridiculous notion that a national election can be “rigged.”,Shameful Silence on Donald Trump’s Lies About Vote-Rigging,Republican leaders must reject the ridiculous notion that a national election can be “rigged.”,"Shameful, Silence, Donald, Trump, Lies, Vote, -, Rigging","on, ’s, About","Shameful, Silence, on, Donald, Trump, ’s, Lies, About, Vote, -, Rigging","[{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.7184}]",neu,"[{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.6369}]",neu,-0.7184,-0.6369
2016-11-08,Presidential Election Live: Donald Trump’s Victory,The 2016 campaign has been about changing demographics and shifting party coalitions as much as the two main candidates.,Presidential Election Live: Donald Trump’s Victory,The 2016 campaign has been about changing demographics and shifting party coalitions as much as the two main candidates,"Presidential, Election, Live, :, Donald, Trump, Victory",’s,"Presidential, Election, Live, :, Donald, Trump, ’s, Victory","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}]",neu,0.0,0.4019
2016-11-08,Election Night Live Coverage,Times reporters provided real-time analysis of Donald J. Trump’s stunning upset in the presidential election on Tuesday.,Election Night Live Coverage,Times reporters provided real-time analysis of Donald J Trump’s stunning upset in the presidential election on Tuesday,"Election, Night, Live, Coverage",,"Election, Night, Live, Coverage","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.129, 'neu': 0.743, 'pos': 0.129, 'compound': 0.0}]",neu,0.0,0.0
2016-11-08,What You Wore on Election Day,"Updating throughout the day: Whether it’s a red tie or scarf in support of Donald Trump or white pantsuits for Hillary Clinton, here is what some readers wore on election day.",What You Wore on Election Day,"Updating throughout the day: Whether it’s a red tie or scarf in support of Donald Trump or white pantsuits for Hillary Clinton, here is what some readers wore on election day","Wore, Election, Day","What, You, on","What, You, Wore, on, Election, Day","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.4019}]",neu,0.0,0.4019
